Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,WorkHoursPerWeek,AnnualBonus
Bachelors,2015,Bangalore,3,33.0,Male,No,2,0,45.94364742567916,5719.365986554814
Bachelors,2016,Bangalore,3,37.0,Male,,4,0,38.63836028027978,16631.14271888742
Bachelors,2016,Bangalore,3,41.0,Male,No,4,0,44.78458753598474,13560.24762607968
Bachelors,2012,Bangalore,1,38.0,Female,No,1,0,38.99826209331068,16410.572090658425
Bachelors,2016,Pune,3,40.0,Male,No,5,0,47.88245865714918,7247.941983298275
Bachelors,2017,New Delhi,3,33.0,Female,No,1,1,43.01531768565732,13577.431567740365
Bachelors,2016,New Delhi,3,33.0,Male,No,1,0,34.93216587236636,8804.637115120633
Masters,2013,New Delhi,3,37.0,Male,Yes,2,0,33.4974922366709,8420.927253500298
Bachelors,2017,New Delhi,2,36.0,Female,No,2,0,46.40087046216391,5172.890210794779
Bachelors,2012,Bangalore,3,36.0,Female,No,5,0,57.0723909985831,6955.110853536078
Bachelors,2015,Bangalore,3,41.0,Male,No,1,0,40.31873059673057,9639.02167249543
Masters,2014,New Delhi,3,40.0,Male,No,5,0,51.9900032166787,6753.181408864086
Bachelors,2016,Bangalore,3,36.0,Female,No,0,0,49.759840648193006,19787.876606164064
Masters,2017,Bangalore,2,41.0,Male,Yes,2,1,57.946647429284425,9629.48972785926
Bachelors,2015,Pune,3,33.0,Male,No,5,0,54.629430518974225,6954.859200534922
Masters,2017,New Delhi,2,37.0,Female,No,2,0,46.99815776716389,7986.234692419366
Bachelors,2017,New Delhi,2,33.0,Male,No,0,0,49.71091494702322,13815.548425122148
Bachelors,2014,Bangalore,3,40.0,Female,No,4,0,56.951593997521044,5960.652857971828
Masters,2018,New Delhi,3,36.0,Male,No,2,1,41.985563537608044,17936.511952117355
Bachelors,2018,Bangalore,3,40.0,Male,Yes,3,1,39.803841175733325,19422.495188557208
Masters,2018,Bangalore,3,40.0,Male,No,2,1,30.32433250905589,8701.211310010713
Bachelors,2014,Bangalore,3,34.0,Male,No,3,0,54.79653222574393,11751.42902886289
Bachelors,2012,Pune,3,39.0,Male,No,5,0,54.02942101210095,5332.016765442456
Bachelors,2017,Pune,2,33.0,Male,No,1,1,33.133635543004544,14610.653370908323
Bachelors,2016,Bangalore,3,37.0,Male,No,2,0,47.305721433981006,11208.890870788833
Bachelors,2012,New Delhi,3,40.0,Male,No,3,0,43.91945094500662,9050.876991523335
Bachelors,2018,Bangalore,3,38.0,Male,No,1,1,33.561272865273345,8102.556659249127
Bachelors,2016,Bangalore,3,40.0,Male,Yes,1,0,59.417046811821706,14810.346164881406
Bachelors,2014,New Delhi,3,38.0,Female,No,0,0,36.440876623900664,11243.255465484715
Bachelors,2016,Bangalore,3,34.0,Male,Yes,1,0,32.01702540271683,7694.889335448681
Masters,2016,New Delhi,3,37.0,Female,No,3,1,47.845421385057286,15336.63622230236
Bachelors,2015,Bangalore,3,40.0,Male,No,5,0,52.16600031399098,13476.084245550404
Bachelors,2015,New Delhi,3,40.0,Female,No,1,0,30.973303381415608,17880.080823942444
Masters,2016,Bangalore,3,37.0,Male,No,2,1,49.761529161810664,6762.138483147393
Bachelors,2016,Pune,2,37.0,Female,No,3,1,45.96875627854364,16784.999029166844
Bachelors,2013,Pune,3,32.0,Male,No,1,0,33.09795026625145,15102.751802258885
Masters,2017,New Delhi,1,35.0,Male,No,5,0,35.17571630839086,6725.164052421467
Bachelors,2016,Bangalore,1,38.0,Male,No,3,0,47.03922891948241,15422.31094807581
Bachelors,2017,Pune,3,34.0,Female,No,1,0,38.89072840539865,11623.209333197457
Bachelors,2014,Bangalore,3,32.0,Male,No,2,1,58.14947185953948,19174.771783337645
Bachelors,2013,Bangalore,3,37.0,Male,No,5,0,54.56220688452152,7124.17025926849
Bachelors,2017,New Delhi,2,37.0,Male,No,4,0,59.50701619540989,14642.50086223607
Bachelors,2014,Bangalore,3,35.0,Male,No,2,0,37.79012516851242,10729.700681944189
Bachelors,2016,Bangalore,3,40.0,Male,No,0,0,59.09170898393931,19352.220058863168
Bachelors,2012,Bangalore,3,40.0,Male,Yes,2,0,42.937016093746735,9949.623429354146
Bachelors,2015,Bangalore,3,39.0,Female,No,3,1,40.42556385941264,19432.788642377003
Masters,2013,New Delhi,3,41.0,Female,No,2,0,31.5104858090806,18522.287766511236
Bachelors,2015,Bangalore,3,34.0,Female,No,4,0,31.582957735788078,9055.748529659846
Bachelors,2012,New Delhi,3,34.0,Female,No,4,0,50.76033767839964,17053.126652396415
Bachelors,2013,Pune,2,36.0,Male,No,2,1,43.73786983302084,19934.063027052587
Masters,2016,New Delhi,3,39.0,Female,No,1,0,36.79564878108317,8789.945032569234
Bachelors,2014,New Delhi,3,41.0,Male,No,5,0,48.41910918975698,11551.657539849795
Bachelors,2015,Bangalore,3,40.0,Male,No,0,0,37.585743547503334,12802.711048501395
Bachelors,2017,Bangalore,3,34.0,Female,No,5,0,47.32895263033268,9423.967037057966
Bachelors,2013,Bangalore,3,31.0,Male,No,2,0,40.77626240948071,5228.972594690446
Bachelors,2012,Pune,3,40.0,Male,No,3,0,54.70656679835457,8301.9386629629
Bachelors,2013,Pune,3,32.0,Male,No,5,0,54.62088482300338,9229.053265126377
Bachelors,2018,Pune,3,38.0,Male,No,3,1,44.32051194367204,11653.995519772809
Bachelors,2016,Bangalore,3,40.0,Male,No,3,0,40.52457328005047,7566.537176201028
PHD,2013,Bangalore,3,41.0,Male,No,4,0,40.87679389677284,18098.815350375087
Bachelors,2014,Bangalore,3,36.0,Female,No,0,0,54.171435770046536,15573.666990970041
Bachelors,2015,Pune,2,33.0,Female,Yes,3,1,39.845384483928356,6278.00716339493
Bachelors,2016,New Delhi,3,37.0,Male,No,3,0,36.27178121120538,14751.386767098971
Bachelors,2015,Pune,3,38.0,Male,No,4,0,32.540650256259205,14804.847146084307
Bachelors,2017,Bangalore,3,32.0,Male,No,4,0,44.00079362653225,19343.317604654418
Bachelors,2017,Pune,3,33.0,Male,No,1,0,44.46396296759526,5045.3130703424185
Bachelors,2015,Bangalore,3,38.0,Male,No,5,0,55.227261312087215,8718.986747087109
Bachelors,2015,Pune,3,40.0,Female,No,5,1,36.63716089338192,18916.872190629732
Bachelors,2014,Bangalore,3,35.0,Male,Yes,0,0,41.429738210051994,18982.008730974245
Masters,2016,New Delhi,3,37.0,Female,No,5,0,54.25217216681072,15808.796290559561
Bachelors,2016,Bangalore,3,37.0,Male,Yes,2,0,54.70870832246921,16486.449815713102
Bachelors,2015,Bangalore,3,,Male,No,2,0,41.53833227936305,6372.244368944706
Bachelors,2017,Bangalore,3,33.0,Female,No,4,1,43.77372069860043,12708.137521673503
Bachelors,2014,Pune,2,36.0,Female,No,3,1,39.09857672547849,8473.74486933499
Bachelors,2016,Pune,3,32.0,Male,No,3,0,57.976646352579365,7718.270654204259
Bachelors,2017,Bangalore,3,35.0,Female,No,1,1,33.55931297224741,17154.549486849988
Bachelors,2014,Pune,2,34.0,Female,No,2,1,58.0124826900441,7025.572050208211
Masters,2017,Pune,2,40.0,Male,No,5,0,50.5159935550603,12029.77455494578
Bachelors,2016,Bangalore,3,37.0,Female,No,4,0,45.947164580601935,19078.673593790496
Bachelors,2015,Bangalore,1,36.0,Male,No,1,0,30.979771823534875,7787.480833480138
Bachelors,2012,Pune,3,41.0,Female,No,1,0,44.26788575466025,19669.90135607352
Bachelors,2016,Pune,3,36.0,Male,No,0,0,42.23244315008197,19914.319786415886
Bachelors,2017,Bangalore,3,31.0,Female,No,2,0,34.83656435925368,13334.257320236044
Bachelors,2017,Pune,3,31.0,Male,No,3,0,49.692288105019706,7552.141102657369
Bachelors,2014,Pune,3,33.0,Male,No,2,0,59.13452722104857,9741.573319113435
Bachelors,2017,Bangalore,3,35.0,Male,Yes,0,0,46.865664331935754,11367.392490148028
PHD,2016,New Delhi,3,34.0,Male,No,1,0,51.442598293318376,9639.863365373345
Bachelors,2014,Bangalore,3,39.0,Female,No,4,0,32.05351357698051,9209.533698147738
Masters,2015,Bangalore,3,31.0,Male,No,1,1,42.530009874509844,19583.445638245365
Bachelors,2015,Pune,3,32.0,Female,No,0,1,33.490754554934874,7300.472411236185
Bachelors,2017,Bangalore,3,33.0,Male,No,0,1,48.383875066095314,15999.918630752934
Bachelors,2014,Bangalore,3,34.0,Male,Yes,1,0,58.15446474642464,5006.154341587623
Masters,2014,Pune,3,39.0,Male,No,2,0,49.85333197414916,13942.740041035653
Bachelors,2017,New Delhi,2,41.0,Female,No,2,1,32.30409144943265,18739.145059310787
Bachelors,2017,New Delhi,2,34.0,Male,No,2,0,40.639986149552485,9319.011411398285
Bachelors,2013,Bangalore,3,36.0,Female,No,5,0,46.519901383225545,7782.889628865788
Bachelors,2015,Pune,2,39.0,Female,No,5,1,42.09623268399757,14775.196923176405
Bachelors,2012,Pune,3,37.0,Male,No,5,0,55.00932031425517,15689.021109475898
Bachelors,2016,Bangalore,3,36.0,Male,No,4,0,54.440130141299676,15320.457784279719
Bachelors,2014,New Delhi,3,38.0,Female,No,1,0,48.35493060309665,9789.75320032061
Bachelors,2017,Bangalore,3,,Female,No,3,0,41.20373835398116,8783.036032389962
Masters,2016,New Delhi,3,37.0,Female,No,2,1,37.66009121289733,19338.781999430663
Bachelors,2012,Bangalore,3,34.0,Male,No,2,0,33.17622954639388,18849.492624048944
Bachelors,2015,Bangalore,3,31.0,Male,No,2,0,40.646930504596625,11859.749148392304
Bachelors,2015,Pune,2,32.0,Female,No,2,1,42.39517551623159,17692.907992315602
Masters,2018,New Delhi,3,35.0,Male,No,2,1,50.27468775312221,11784.85216451444
Bachelors,2017,Bangalore,3,,Male,Yes,2,0,49.744794728927204,11365.835271087657
Bachelors,2015,Bangalore,1,,Male,Yes,0,1,32.10324418923771,7351.44421398942
Bachelors,2015,Bangalore,3,,Female,No,5,0,41.85777946293473,11396.090847379593
Bachelors,2018,Bangalore,3,37.0,Male,No,5,1,35.45336601652086,13061.254078997104
PHD,2018,New Delhi,3,40.0,Male,No,3,1,34.70438115950417,5337.564911430297
Bachelors,2015,Bangalore,1,,Male,No,1,0,54.81906449211738,11661.695077631095
Bachelors,2017,Pune,3,34.0,Male,No,5,0,31.257456501487727,16720.343275928004
Bachelors,2014,Bangalore,3,36.0,Male,Yes,3,0,42.57548627706364,15200.690845614048
Bachelors,2013,Pune,3,35.0,Male,No,1,0,35.04610967299555,14527.354832959025
Masters,2017,New Delhi,3,38.0,Female,No,3,0,56.37990647035422,18643.331426558037
Bachelors,2017,Bangalore,3,33.0,Male,No,1,0,46.711215398251056,5270.48014737845
Bachelors,2014,Bangalore,3,38.0,Female,No,2,0,36.94141909130544,13355.713792883513
Bachelors,2018,Bangalore,3,38.0,Male,No,1,1,45.07281861499129,16810.23272614561
Bachelors,2017,Pune,2,40.0,Male,No,4,0,51.944590791093475,13120.030740519009
Bachelors,2013,New Delhi,3,39.0,Male,No,5,0,58.743540267583015,9858.433288705688
Bachelors,2014,New Delhi,3,33.0,Female,No,4,0,36.61338012736257,7043.758476379668
Bachelors,2015,Pune,3,32.0,Female,No,3,1,56.58545316388035,18313.446077242872
Bachelors,2013,Bangalore,3,39.0,Male,No,2,0,58.02912342502471,12061.435885814044
Bachelors,2015,Bangalore,3,38.0,Female,No,4,0,57.49261633596198,18171.72795478552
Bachelors,2013,Bangalore,3,38.0,Male,No,2,0,49.062430705857295,13787.781836497525
Bachelors,2017,Bangalore,3,35.0,Male,No,0,0,48.89461963304123,15112.881749225011
Bachelors,2017,Pune,3,31.0,Female,No,0,1,42.09631899551468,17063.91731567675
Bachelors,2017,Bangalore,3,41.0,Male,No,5,0,52.57193646911364,14887.333169002015
Bachelors,2013,New Delhi,3,38.0,Female,No,4,1,45.93882055052796,10970.822610184066
Bachelors,2016,Bangalore,3,40.0,Male,Yes,1,0,50.32314213684883,12704.500758929764
Bachelors,2018,Bangalore,3,36.0,Female,No,2,1,42.853737115463865,17045.682870138196
PHD,2013,New Delhi,3,36.0,Male,No,3,1,51.94489392129417,10604.754445594763
Bachelors,2014,Pune,3,41.0,Male,No,4,0,54.73414552813647,10821.821851527457
Bachelors,2014,Bangalore,3,35.0,Male,Yes,1,0,34.393087698084486,6435.351740870017
Bachelors,2017,Bangalore,3,38.0,Male,No,5,0,54.987891467226845,18718.766528326218
Bachelors,2017,New Delhi,2,41.0,Female,No,0,0,46.20889595370922,6365.5447241816255
Bachelors,2012,Bangalore,1,34.0,Male,No,0,0,55.33997727270673,14723.137661728339
Bachelors,2016,Bangalore,3,39.0,Female,No,3,1,42.93905119023044,11197.917182041965
Bachelors,2014,Bangalore,3,37.0,Male,No,5,0,41.37121456149105,11084.290853831635
Bachelors,2015,Pune,2,39.0,Female,Yes,0,1,57.45182197551667,15193.277548590258
Bachelors,2013,Bangalore,3,31.0,Male,No,2,1,37.53507802645204,6006.405989448181
Masters,2012,New Delhi,3,34.0,Female,No,3,0,55.32636975858429,13905.586744271519
Bachelors,2015,Bangalore,3,39.0,Male,No,1,0,44.520617175282126,16580.476789585322
Bachelors,2014,Pune,2,38.0,Female,No,3,1,45.42286327653779,17423.19136829891
Bachelors,2012,Bangalore,3,34.0,Male,No,1,0,39.25404844468452,7557.955840906629
Bachelors,2016,Bangalore,3,31.0,Female,No,2,0,47.191266018570474,18461.285751172603
Bachelors,2016,Bangalore,3,39.0,Female,No,0,0,39.75633588828634,14842.191377711633
Bachelors,2013,Bangalore,3,31.0,Female,No,1,0,31.17808242724957,18227.822012310244
Bachelors,2012,Bangalore,3,36.0,Male,No,1,0,38.15995816033068,12279.210756652974
Bachelors,2017,New Delhi,3,37.0,Male,No,0,0,30.19137130219772,13130.50017645803
Bachelors,2015,Pune,1,38.0,Female,No,1,1,59.3506436117057,18785.57415543007
PHD,2017,Pune,3,41.0,Male,No,2,0,58.97241629459242,18498.643150320077
Bachelors,2018,Bangalore,3,32.0,Male,No,4,1,41.85465892416915,11722.41310053503
Bachelors,2018,Pune,3,35.0,Male,No,0,1,51.85112563018938,9116.189474535226
Bachelors,2017,Bangalore,3,35.0,Male,No,1,0,40.37418295231275,10897.556518463964
Bachelors,2013,Bangalore,3,32.0,Male,No,1,0,50.13279471257928,10816.464927946246
Bachelors,2015,Bangalore,3,31.0,Male,No,1,1,54.16290129137937,9303.00312474191
Bachelors,2015,Bangalore,3,41.0,Male,No,4,0,58.40268734076722,9028.694064994499
Bachelors,2012,Bangalore,3,33.0,Male,Yes,0,0,42.00636827549016,17915.944047195793
Bachelors,2012,New Delhi,2,38.0,Female,No,1,1,53.49893948868143,6047.928810269925
Masters,2012,Bangalore,3,39.0,Female,No,3,1,37.97785351896356,15164.167731493912
Bachelors,2015,Bangalore,1,36.0,Female,No,2,0,59.70996911380945,7592.300771846784
Masters,2017,Bangalore,2,31.0,Male,No,5,0,30.773087962930536,10167.588400910949
Masters,2017,New Delhi,2,39.0,Female,No,2,1,48.10586419503363,5923.145512022553
Masters,2017,New Delhi,3,41.0,Male,No,3,1,49.78517944953981,9049.60455283193
PHD,2018,New Delhi,3,33.0,Female,No,0,1,50.64136671222386,16526.316066758634
Bachelors,2015,Bangalore,3,38.0,Male,No,1,0,33.61162736367267,18275.22986820888
Bachelors,2017,Pune,2,31.0,Male,No,0,0,58.15589350419391,8322.907278535506
Bachelors,2014,Bangalore,3,34.0,Male,No,4,0,35.43549837150248,11953.217588883828
Bachelors,2017,Bangalore,3,40.0,Male,No,2,0,48.68260209719523,12054.860719058095
Bachelors,2012,Bangalore,3,36.0,Male,No,1,0,36.68028237369255,18103.62958639601
Bachelors,2015,Bangalore,3,36.0,Female,No,2,0,39.216492510638126,16441.98579313708
Bachelors,2017,New Delhi,2,41.0,Female,No,4,0,46.393756251843726,12696.15827552075
Bachelors,2017,Bangalore,3,37.0,Male,No,3,0,42.515802556937295,15061.2080070766
Bachelors,2017,New Delhi,3,33.0,Male,No,5,0,34.806768029295185,17710.325808640504
Bachelors,2017,New Delhi,3,41.0,Female,No,4,0,35.12809207262545,5143.084310383174
Bachelors,2017,Bangalore,3,37.0,Female,No,2,0,42.54434364488399,11043.35046575073
Bachelors,2017,Pune,3,38.0,Male,Yes,5,0,52.718489348265024,18608.64750915618
Bachelors,2015,Bangalore,3,34.0,Male,No,2,1,56.93893940543366,16104.69546265927
Bachelors,2017,Pune,3,37.0,Female,No,0,0,32.52382986778149,13142.62061501112
Bachelors,2014,Bangalore,3,34.0,Male,No,0,1,41.79311722678203,12944.667905527001
Bachelors,2012,Pune,3,32.0,Male,No,1,0,33.0073669116863,10216.551464066568
Masters,2012,New Delhi,3,,Female,No,4,1,30.497774418977937,12807.808004622719
Bachelors,2013,Pune,3,36.0,Male,No,3,0,49.8515604793187,14830.7479919518
Bachelors,2015,Bangalore,3,34.0,Female,No,2,0,48.07348325899763,11275.445576431895
Bachelors,2014,Bangalore,3,37.0,Female,No,3,0,34.890573414446585,15712.29719588261
Bachelors,2016,Bangalore,3,40.0,Female,Yes,4,0,37.014384992791925,17918.483408905788
Bachelors,2014,Pune,3,33.0,Male,No,4,0,30.71123260933555,7320.272722772917
Bachelors,2016,Bangalore,3,39.0,Female,No,4,0,55.04841617083211,11773.205342261366
Bachelors,2012,Bangalore,3,40.0,Male,No,4,0,59.24071788145655,11120.301369276216
Bachelors,2013,Bangalore,1,34.0,Male,No,4,1,34.06378610384073,15311.972060745922
Bachelors,2016,Pune,3,40.0,Male,No,5,0,36.94425641295894,8748.01197886894
PHD,2013,Bangalore,3,32.0,Male,No,5,0,56.05228571840802,14603.763724284145
Bachelors,2012,Bangalore,3,,Male,No,1,0,57.79391393868555,18162.33862597232
Bachelors,2017,New Delhi,1,31.0,Female,No,4,1,42.58882148420431,11271.97399690434
Masters,2016,New Delhi,3,41.0,Female,No,4,0,31.518674168072224,18665.2354996883
Bachelors,2016,Bangalore,3,34.0,Male,No,4,0,31.18175501078458,19897.456084002177
Bachelors,2016,Bangalore,3,39.0,Male,No,7,0,47.21849598207031,6591.380749219281
Bachelors,2014,Bangalore,3,35.0,Male,No,5,0,41.78685326679537,8495.797819772879
Bachelors,2016,Pune,3,38.0,Female,No,7,0,30.859572827329636,19255.6962722314
Bachelors,2016,Bangalore,3,33.0,Male,No,6,0,47.497571769376705,19374.915297220803
Bachelors,2014,Pune,3,33.0,Male,No,6,0,30.339076097670674,6465.609130801377
Bachelors,2012,Bangalore,3,,Male,No,5,0,53.621158744478194,5224.977505657051
PHD,2013,New Delhi,3,,Male,No,5,0,39.19298468110115,7416.5003488463335
Bachelors,2012,Bangalore,3,40.0,Female,No,5,0,31.207740090276964,19940.191750733724
Bachelors,2017,Bangalore,3,39.0,Male,No,5,0,47.6505666294946,7699.994249160303
Bachelors,2017,Bangalore,3,33.0,Female,No,6,0,41.93053243299164,12538.214100830348
Bachelors,2014,Bangalore,3,32.0,Female,No,5,0,59.21401240071448,17726.265896457666
Masters,2014,Bangalore,3,40.0,Female,No,7,1,46.32595987511107,5306.024160323095
Bachelors,2017,New Delhi,2,33.0,Male,No,6,0,38.25717543111025,14067.334733876893
Masters,2016,New Delhi,1,31.0,Female,No,5,1,51.28316593901924,9155.381733044365
Bachelors,2013,Bangalore,3,35.0,Female,No,5,0,38.144760076281344,17935.023746595973
Bachelors,2014,Bangalore,3,39.0,Male,No,7,1,57.127298742226955,9251.917238961189
Masters,2018,Bangalore,3,39.0,Female,,6,1,41.241659115221296,15301.335804228633
Masters,2017,Pune,2,38.0,Female,No,2,0,46.49605688328616,15113.294486710955
Bachelors,2012,Bangalore,3,38.0,Male,No,7,1,31.517193114726865,8322.4032328946
Masters,2017,New Delhi,2,40.0,Female,Yes,2,0,42.783637138566924,5521.987998025252
Bachelors,2018,Bangalore,3,38.0,Male,No,6,1,54.97090618982985,11138.74360678096
Bachelors,2013,Bangalore,3,34.0,Male,No,6,0,54.16946416090026,9337.897279488046
Bachelors,2012,Bangalore,1,35.0,Male,No,7,0,36.729556765605786,17134.66624420563
Masters,2013,New Delhi,1,41.0,Male,No,5,0,36.78237213031688,17005.46282683018
PHD,2014,New Delhi,2,37.0,Female,No,5,0,54.519159366397105,11855.359282889382
Bachelors,2015,Pune,3,34.0,Male,Yes,7,0,57.91195260507976,14097.683379848284
Bachelors,2014,Bangalore,3,35.0,Male,Yes,5,0,32.86082763819011,14063.892739803878
Bachelors,2013,Bangalore,1,38.0,Male,No,6,0,43.501759182786756,17407.37222641435
Bachelors,2016,Bangalore,3,38.0,Female,No,7,0,40.12362836892687,11375.036211847962
Bachelors,2015,Pune,2,41.0,Female,No,7,0,56.120653663723175,9131.700196857637
Bachelors,2018,Bangalore,3,34.0,Male,No,5,1,32.50574744040056,8975.523772108212
Bachelors,2017,Pune,2,22.0,Male,No,0,0,36.33377827674112,13042.884189233062
Bachelors,2018,Bangalore,2,26.0,Female,No,4,1,52.57405012759483,11737.223040983188
Bachelors,2012,Bangalore,3,22.0,Male,No,0,0,31.538815469436468,11601.811564774041
Bachelors,2017,New Delhi,3,25.0,Female,No,3,0,44.77606142142868,6367.060086345608
Bachelors,2016,Bangalore,3,,Male,No,0,0,43.263211040391596,15779.056110352934
Bachelors,2017,New Delhi,3,36.0,Female,No,0,0,40.03203536966246,8206.05031972866
Bachelors,2014,Bangalore,3,37.0,Female,No,1,0,41.83716945956771,7954.304453130821
Bachelors,2013,New Delhi,2,34.0,Female,No,4,1,45.898217607906986,11191.374804160901
Bachelors,2012,Pune,3,,Female,No,2,1,34.84102075165149,8416.675124267022
Bachelors,2012,Bangalore,3,25.0,Female,No,3,1,47.15987634850778,13757.874009620231
Bachelors,2012,Bangalore,3,31.0,Male,No,0,0,54.16296987899959,10571.950090017071
Bachelors,2015,New Delhi,3,36.0,Female,No,2,0,52.80482789370477,11733.675838891852
Bachelors,2016,Bangalore,3,31.0,Male,Yes,5,0,34.61699714081321,13057.539824060434
Bachelors,2015,Bangalore,3,34.0,Male,No,4,0,34.47748409224422,8053.032837227072
Masters,2014,New Delhi,3,28.0,Male,Yes,2,1,38.0452310323474,7336.274342982947
Bachelors,2014,Bangalore,3,28.0,Male,No,2,0,40.832241790231116,18206.32854310407
Bachelors,2015,Bangalore,3,31.0,Male,No,1,0,42.25366744225448,11505.855542471316
Bachelors,2017,Bangalore,3,35.0,Male,No,5,0,50.39091650500036,11181.404144488088
Bachelors,2012,Bangalore,1,28.0,Female,Yes,1,0,31.70041296497506,5534.182254092622
Bachelors,2018,Bangalore,3,32.0,Female,No,2,1,31.04018112678199,12469.644538810899
Bachelors,2013,Bangalore,3,23.0,Male,Yes,1,1,41.75731688831727,13312.545824165001
Masters,2018,Pune,3,27.0,Male,No,5,1,50.914910764139414,13382.613064319998
Bachelors,2017,Pune,3,25.0,Male,No,3,0,35.803060288694475,15605.467539843265
Masters,2017,New Delhi,2,31.0,Female,No,2,0,49.245134437687554,7662.227524865177
PHD,2018,New Delhi,3,34.0,Male,No,0,1,37.79484413820899,8783.347013459283
Bachelors,2016,Bangalore,3,36.0,Female,No,2,0,56.582583264405486,17160.95697845619
PHD,2017,New Delhi,3,40.0,Male,No,3,0,56.8706983279985,19207.55925265091
Masters,2012,New Delhi,3,34.0,Female,No,2,0,38.918616128439794,7038.99121050981
Bachelors,2018,Bangalore,3,37.0,Male,No,2,1,36.899812618897215,12464.743317578272
Bachelors,2012,Bangalore,3,38.0,Male,No,3,0,42.339119161986936,8212.643791093802
Bachelors,2017,New Delhi,2,22.0,Female,No,0,0,37.21594755540446,5901.097525324736
Bachelors,2016,Pune,2,36.0,Female,No,0,1,50.17151529875111,9882.55007189203
Bachelors,2013,New Delhi,2,35.0,Female,No,1,1,54.781940536448566,7155.314377763191
Bachelors,2012,New Delhi,3,22.0,Female,No,0,0,50.192763927336514,15648.996101513694
Bachelors,2016,Bangalore,3,22.0,Male,No,0,0,54.73051341748048,13005.881205071666
Bachelors,2012,Bangalore,3,29.0,Male,No,4,0,41.90976486622422,7157.517064854663
Bachelors,2017,Bangalore,3,34.0,Male,No,5,0,34.68950912126583,5138.623826082716
Bachelors,2017,Bangalore,2,23.0,Male,No,1,0,52.13852842192776,17122.35573536319
Bachelors,2014,Pune,2,32.0,Male,No,3,1,40.81423515424662,7642.916092463713
Bachelors,2012,Pune,2,26.0,Female,No,4,1,50.13812475687398,14093.24963331149
Masters,2017,Bangalore,3,38.0,Male,No,2,0,38.11931825945297,10053.828696151184
Bachelors,2014,Pune,3,37.0,Male,No,4,0,32.43688904420018,13782.289074725533
Bachelors,2017,New Delhi,2,25.0,Female,No,3,0,59.7774538646329,9734.80440473486
Bachelors,2018,Pune,2,36.0,Female,No,5,1,34.68604523791798,6304.093410383813
Bachelors,2016,Bangalore,3,26.0,Female,No,4,0,59.65262981890443,8344.250128366304
Bachelors,2018,Pune,2,,Female,No,4,1,59.318397976993424,7820.878497186133
Bachelors,2016,Bangalore,3,24.0,Male,No,2,1,53.814543117241186,11420.290286594658
Masters,2018,Pune,3,,Male,No,2,1,49.78268886245993,14874.25675139236
Masters,2018,New Delhi,3,39.0,Female,No,2,1,47.334211507532544,8957.091124195364
Bachelors,2017,New Delhi,2,27.0,Female,No,5,0,55.98304636133504,5181.0490295092695
Bachelors,2013,Bangalore,3,36.0,Male,No,5,1,38.68318564858464,12784.060463971353
Bachelors,2012,Bangalore,3,24.0,Male,No,2,0,44.03043637454631,14086.39234038458
Bachelors,2017,Bangalore,3,28.0,Female,No,3,0,48.58169908099506,19443.057410027148
Bachelors,2016,Bangalore,3,24.0,Male,No,2,0,42.33571427608473,13842.062046398703
Bachelors,2014,Bangalore,3,27.0,Male,No,5,0,42.824593622708036,12067.588390672128
Bachelors,2017,New Delhi,3,23.0,Male,No,1,0,39.908540025062536,13601.024388465557
Bachelors,2013,Bangalore,3,30.0,Female,No,5,0,46.926954500536084,18918.509447930406
Bachelors,2014,Bangalore,3,22.0,Male,No,0,0,55.51723584045348,17425.672184024694
Bachelors,2014,Pune,3,27.0,Male,No,5,0,36.04585134018939,9844.68100045712
Masters,2017,New Delhi,3,32.0,Male,No,2,0,58.03299116260324,8558.815454857058
Masters,2014,Pune,1,33.0,Female,No,1,0,50.67262961244689,8939.504185491105
Masters,2017,New Delhi,3,26.0,Male,No,4,1,54.6981963804009,12566.315595728196
Bachelors,2013,Pune,3,25.0,Female,Yes,3,1,46.68572077890035,16160.741768428667
Masters,2017,New Delhi,2,23.0,Male,No,1,1,53.385501042721906,12548.288107744433
Bachelors,2012,Pune,3,24.0,Male,No,2,0,30.486011920184016,6016.9459374216885
Bachelors,2014,Bangalore,3,33.0,Male,No,5,0,54.55141274338605,15853.710506599713
Masters,2018,Bangalore,3,30.0,Male,Yes,2,1,31.204165772560994,17089.551930064306
Masters,2017,New Delhi,2,27.0,Female,No,5,0,56.69740129088588,9342.467976795795
Bachelors,2012,Pune,2,31.0,Female,No,5,1,59.7588824171593,14961.886089250256
Masters,2018,New Delhi,3,23.0,Female,No,1,1,38.822023865303336,11398.8785158159
Bachelors,2015,Bangalore,3,30.0,Male,No,2,0,36.30955668857381,18336.790335911643
Bachelors,2015,Pune,2,32.0,Female,No,2,1,52.96090091574122,17678.383372411095
Bachelors,2013,New Delhi,3,26.0,Female,Yes,4,0,37.5907902276076,12881.479974644633
Masters,2017,New Delhi,2,35.0,Male,No,2,0,55.9668714951661,15372.583187203916
Bachelors,2016,Bangalore,1,30.0,Male,No,4,1,33.0852777647243,18250.24551533156
Bachelors,2012,Bangalore,3,37.0,Male,No,4,1,33.77865589138075,12435.755151174133
Bachelors,2017,Bangalore,1,34.0,Male,Yes,0,0,59.37454665301847,9698.76110733233
Bachelors,2012,Bangalore,3,38.0,Female,No,0,0,50.21516694810014,16304.992068643718
